pid,cid,time,indexFinger.X,indexFinger.Y,indexFinger.Z,hand.X,hand.Y,hand.Z,forearm.X,forearm.Y,forearm.Z,upperArm.X,upperArm.Y,upperArm.Z,rightShoulder.X,rightShoulder.Y,rightShoulder.Z,hmd.X,hmd.Y,hmd.Z,leftShoulder.X,leftShoulder.Y,leftShoulder.Z,indexFingerO.X,indexFingerO.Y,indexFingerO.Z,handO.X,handO.Y,handO.Z,forearmO.X,forearmO.Y,forearmO.Z,upperArmO.X,upperArmO.Y,upperArmO.Z,rightShoulderO.X,rightShoulderO.Y,rightShoulderO.Z,hmdO.X,hmdO.Y,hmdO.Z,leftShoulderO.X,leftShoulderO.Y,leftShoulderO.Z
8,49,1.976700,-0.133244,1.059443,0.202985,-0.080725,0.970858,0.171405,-0.019260,0.900575,0.162268,0.045464,0.847214,0.084661,0.052226,0.767801,-0.016203,0.006397,0.916767,-0.028705,0.001467,0.920146,0.011460,-0.598760,-0.747738,-0.257146,-0.521344,0.528269,-0.182499,0.048987,-0.621470,-0.524856,0.126940,0.371577,0.214680,-0.082133,-0.320805,0.131776,0.030534,0.105371,0.019816,0.002650,-0.140962,0.639081
8,50,2.198200,-0.110904,1.031514,0.231507,-0.067462,0.939123,0.195514,-0.009380,0.868844,0.177460,0.050044,0.826209,0.093258,0.046631,0.764708,-0.015606,-0.001632,0.914798,-0.021495,-0.002038,0.920146,0.011810,-0.609853,-0.659956,-0.437381,-0.330759,0.486963,-0.279055,0.062291,-0.604966,-0.569455,0.053846,0.310922,0.251590,-0.060505,-0.289024,0.125049,0.021169,0.070321,0.025263,0.002650,-0.140962,0.639081
8,51,2.209900,0.007849,1.119962,0.184658,0.029751,1.015291,0.170306,0.073773,0.933402,0.154959,0.093936,0.861972,0.071035,0.051916,0.765601,-0.017436,-0.000969,0.922796,-0.015949,-0.002113,0.920146,0.005658,-0.721005,-0.667406,-0.180894,-0.476823,0.594977,-0.316149,-0.159068,-0.567904,-0.511760,0.242686,0.169679,0.209051,-0.071314,-0.158198,0.116475,0.075560,-0.004563,0.007561,0.002650,-0.140962,0.639081
8,52,1.543300,0.041859,0.631180,0.288477,0.070279,0.635377,0.185478,0.108758,0.622565,0.106229,0.125954,0.678873,0.026472,0.072933,0.751743,-0.032112,0.008442,0.905742,-0.013209,0.123889,0.627078,0.003870,-0.508111,-0.345739,-0.631511,0.057635,0.609920,0.120946,0.235555,-0.146965,-0.796301,-0.428272,-0.102643,0.301363,-0.071151,-0.150366,0.043405,-0.074856,-0.045520,0.023428,0.070175,-0.404065,0.310423
8,53,2.110500,-0.150135,1.068341,0.218499,-0.103920,0.974499,0.188891,-0.036696,0.911167,0.173152,0.030655,0.855946,0.096740,0.043461,0.768291,-0.003420,-0.003774,0.917482,-0.024167,0.074340,0.624588,0.149565,-0.554693,-0.615579,-0.556568,-0.225531,0.378325,-0.341531,0.082702,-0.632467,-0.543640,0.149946,0.386559,0.189475,-0.086655,-0.365362,0.136391,0.043657,0.133715,0.001122,0.060293,-0.336208,0.381733
8,54,1.799000,0.031093,0.709364,0.349622,0.051829,0.695424,0.244784,0.096175,0.687628,0.166740,0.112591,0.727828,0.064715,0.061774,0.756236,-0.034941,-0.001651,0.912036,-0.021014,0.101522,0.679470,0.225146,-0.574971,-0.356598,-0.608599,0.044856,0.648459,0.036115,0.224609,-0.180687,-0.715315,-0.225276,-0.015265,0.268194,-0.016211,-0.250755,0.085287,-0.021335,-0.039193,0.020479,0.572260,-0.708469,-0.376695
8,55,1.755000,0.291621,0.644459,0.266350,0.233874,0.648440,0.176177,0.212712,0.651123,0.089626,0.165007,0.709318,0.010134,0.064163,0.756114,-0.039227,0.010241,0.911607,-0.009942,0.101502,0.679470,0.230407,-0.726865,-0.119289,-0.378669,0.123706,0.874143,0.065034,-0.011663,0.106295,-0.791219,-0.223358,-0.330066,0.342337,-0.039588,-0.022941,0.077495,-0.024343,-0.229592,0.033998,0.572260,-0.708469,-0.376695
8,56,2.089000,-0.222813,0.660704,0.243063,-0.137215,0.656232,0.177103,-0.051908,0.658350,0.146755,0.026696,0.710776,0.085618,0.039340,0.756354,-0.000705,-0.018571,0.912116,-0.013159,0.092934,0.679470,0.232383,-0.299606,-0.425363,-0.809010,0.099720,0.332164,0.075607,0.502119,-0.334007,-0.608111,-0.369315,0.284439,0.184026,-0.120424,-0.512458,0.062869,-0.030062,0.177563,0.011071,0.572260,-0.708469,-0.376695
8,57,2.043000,-0.119799,0.761442,0.355882,-0.062143,0.741658,0.267491,0.007917,0.728324,0.211920,0.062778,0.752402,0.115039,0.056070,0.759673,-0.002203,0.002115,0.915953,-0.007668,0.001579,0.726013,0.255932,-0.460040,-0.474986,-0.667363,-0.039956,0.501188,0.046863,0.277252,-0.334181,-0.641084,-0.177654,0.207214,0.226483,0.005991,-0.385411,0.099210,0.008422,0.068982,0.016859,0.614933,-0.746826,-0.246011
8,58,2.321000,-0.134836,0.763987,0.358078,-0.075822,0.747704,0.268454,-0.006774,0.746123,0.205507,0.047475,0.768986,0.105908,0.051822,0.759291,-0.013923,0.006601,0.915429,-0.018157,-0.042735,0.741462,0.224927,-0.442792,-0.462347,-0.689252,0.009061,0.505748,0.047219,0.304921,-0.293874,-0.615022,-0.118747,0.270140,0.183731,0.004601,-0.403597,0.107947,0.010141,0.053926,0.037425,-0.214583,0.305984,-0.896277
8,59,2.224000,0.018663,0.751511,0.377460,0.038660,0.748045,0.272170,0.076287,0.744127,0.187800,0.088061,0.772178,0.076575,0.056210,0.760108,-0.041288,0.005331,0.914361,-0.030885,0.179506,0.644827,-0.052075,-0.380146,-0.606766,-0.274105,-0.336410,0.608346,0.385438,0.202237,-0.115610,-0.589986,-0.089283,0.121952,0.174313,0.020927,-0.270773,0.108368,0.003895,-0.050997,0.031872,-0.271527,-0.084961,-0.709302
8,60,2.098000,-0.238430,0.907682,0.253638,-0.165056,0.850493,0.199018,-0.082341,0.822087,0.171782,0.001694,0.810754,0.092183,0.034175,0.766949,-0.018332,-0.012236,0.915670,-0.030990,-0.063096,0.752449,-0.084100,-0.454870,-0.635847,-0.606721,-0.218601,0.405705,-0.097884,0.258618,-0.530893,-0.519265,-0.013103,0.416392,0.138843,-0.015386,-0.430068,0.154740,0.018930,0.151703,0.025673,-0.083820,-0.441788,-0.135332
8,61,1.654000,0.033988,0.598982,0.329603,0.050715,0.622630,0.227666,0.090846,0.642055,0.150554,0.102667,0.708762,0.060355,0.055726,0.754414,-0.033280,-0.003875,0.908643,-0.017423,-0.069609,0.749742,-0.086868,-0.389218,-0.457412,-0.462831,-0.101258,0.594362,0.371652,0.326674,-0.048511,-0.636991,-0.307633,-0.000913,0.212411,-0.024170,-0.261263,0.068047,-0.043859,-0.047105,0.027622,0.092395,0.448521,0.114360
8,62,2.043000,-0.173102,0.913036,0.306475,-0.111774,0.856806,0.237413,-0.038352,0.826019,0.193208,0.027410,0.814853,0.098134,0.042497,0.765934,-0.018968,-0.005563,0.914190,-0.025846,0.088812,0.553881,0.041064,-0.507444,-0.650163,-0.516291,-0.273574,0.505580,-0.045999,0.211391,-0.459330,-0.527216,0.008956,0.335174,0.131319,-0.019185,-0.378787,0.143131,-0.000483,0.090832,0.026614,-0.315014,-0.903977,-0.150702
8,63,1.643000,-0.216095,0.649881,0.242015,-0.132821,0.653268,0.174159,-0.049961,0.659076,0.142838,0.024233,0.714366,0.079454,0.042137,0.757237,-0.018213,-0.019988,0.905870,-0.025438,-0.010073,0.837087,0.196420,-0.287081,-0.541785,-0.705208,-0.068157,0.362485,0.164943,0.503031,-0.333259,-0.551228,-0.349092,0.288454,0.137636,-0.012183,-0.531096,0.097469,-0.074702,0.172771,0.014592,-0.629026,-0.588969,0.496565
8,64,1.943000,0.016565,1.046883,0.306501,0.038166,0.971513,0.231272,0.083874,0.913475,0.175103,0.094856,0.864556,0.069055,0.061686,0.766930,-0.025144,0.002793,0.919501,-0.018166,-0.050756,0.749592,-0.082353,-0.507035,-0.676422,0.127485,-0.622550,0.692670,0.221997,-0.078755,-0.316000,-0.466144,0.210115,0.136802,0.059520,-0.047714,-0.165959,0.148765,0.055799,-0.032161,0.015444,0.075053,0.456882,0.115116
8,65,2.078000,-0.113038,1.038309,0.260254,-0.058524,0.959247,0.209799,0.007510,0.901917,0.180278,0.058307,0.855740,0.086405,0.053641,0.767711,-0.018366,0.000366,0.919027,-0.017639,0.134056,0.606567,-0.031116,-0.549641,-0.777460,-0.028120,-0.642397,0.599460,0.018801,0.023991,-0.497237,-0.462020,0.157737,0.283515,0.111035,-0.057421,-0.269540,0.150635,0.060764,0.041315,0.014321,0.118931,-0.395237,0.652166
8,66,1.700000,-0.230328,0.908211,0.202587,-0.143545,0.858870,0.162749,-0.060546,0.820770,0.146416,0.021089,0.806791,0.069709,0.037820,0.764976,-0.043372,-0.007965,0.915024,-0.038831,-0.114093,0.826521,0.175636,-0.402735,-0.774536,-0.459066,-0.425952,0.359235,-0.022051,0.240960,-0.581542,-0.469601,-0.031171,0.361105,0.153698,-0.011162,-0.337968,0.129530,-0.001390,0.097918,0.043951,-0.729693,-0.328766,-0.375877
8,67,2.321000,-0.155133,1.064188,0.228583,-0.091789,0.982597,0.193941,-0.024777,0.920221,0.176070,0.032723,0.865279,0.091971,0.036158,0.768451,-0.005201,-0.014398,0.916954,-0.020101,-0.105066,0.826521,0.195493,-0.549798,-0.802742,-0.143431,-0.620516,0.543839,-0.099354,0.005080,-0.571994,-0.450299,0.188458,0.321573,0.119557,-0.096874,-0.322810,0.144367,0.052135,0.094054,0.014318,-0.729693,-0.328766,-0.375877
8,68,1.822000,0.017404,0.896951,0.328538,0.045671,0.842948,0.239840,0.090446,0.789710,0.179104,0.106838,0.783730,0.069908,0.055578,0.761912,-0.039924,0.001050,0.910888,-0.021324,0.131173,0.621324,-0.031248,-0.564979,-0.642003,-0.250502,-0.430858,0.673384,0.120029,0.057464,-0.335021,-0.643207,-0.043786,0.047217,0.282241,0.005862,-0.168778,0.110464,-0.022103,-0.079445,0.026031,-0.523940,-0.018258,-0.841943
8,69,1.955000,0.202753,0.913534,0.324437,0.184222,0.857362,0.233896,0.192207,0.813724,0.154335,0.155587,0.804421,0.046733,0.063678,0.759556,-0.040963,0.014557,0.913981,-0.015416,0.132954,0.621324,-0.026633,-0.679041,-0.475551,-0.209909,-0.296829,0.817517,0.106677,-0.074666,-0.140166,-0.627077,0.053303,-0.144360,0.196262,-0.034174,-0.044944,0.106630,0.013607,-0.211382,0.027490,-0.523940,-0.018258,-0.841943
8,70,2.110000,0.175998,0.763927,0.368939,0.158428,0.759817,0.263551,0.170674,0.752920,0.172833,0.142479,0.778753,0.064234,0.071241,0.757989,-0.039242,0.017935,0.911557,-0.016266,0.140535,0.621324,-0.024373,-0.351156,-0.533160,-0.101541,-0.355934,0.645302,0.529400,0.103211,0.006383,-0.570498,-0.064292,-0.065961,0.144035,-0.022942,-0.126748,0.098446,-0.014185,-0.145902,0.037086,-0.523940,-0.018258,-0.841943
8,71,1.866000,0.291182,0.645018,0.266339,0.240522,0.658259,0.172976,0.219803,0.648417,0.084857,0.169828,0.707658,0.008712,0.067781,0.755451,-0.041917,0.015494,0.909509,-0.012873,0.169058,0.582633,-0.022750,-0.353309,-0.372788,-0.136638,-0.194347,0.695955,0.591467,0.007757,0.150558,-0.733327,-0.242279,-0.325642,0.323215,-0.038049,-0.049095,0.073020,-0.034069,-0.209218,0.045560,0.597792,0.692004,-0.180607
8,72,1.433000,0.024114,0.898247,0.312150,0.050751,0.843022,0.223453,0.099038,0.783275,0.173136,0.112206,0.774705,0.069283,0.053020,0.760462,-0.039606,-0.009559,0.913578,-0.020607,0.074687,0.619740,0.066702,-0.508626,-0.684063,-0.084052,-0.559242,0.658319,0.227834,0.025987,-0.363185,-0.600073,-0.074850,0.003895,0.256851,0.001506,-0.177095,0.109119,0.005059,-0.054143,0.026187,0.437930,0.063731,0.599193
8,73,2.132000,-0.172361,1.098643,0.107191,-0.117866,1.005110,0.112385,-0.055950,0.936038,0.124945,0.017812,0.871347,0.067397,0.036035,0.773054,-0.016999,-0.010754,0.924611,-0.037808,0.035769,0.831837,0.138189,-0.585529,-0.763774,-0.257841,-0.530372,0.401665,-0.315828,0.034418,-0.716739,-0.451101,0.185369,0.441699,0.157998,-0.108274,-0.330456,0.140285,0.090195,0.162726,0.015472,0.591003,0.006977,0.399086
8,74,2.244000,0.010130,1.140701,0.206693,0.036190,1.041480,0.175097,0.079351,0.966572,0.140733,0.089136,0.889738,0.051886,0.049765,0.769677,-0.016212,-0.007959,0.926970,-0.018224,0.039782,0.831837,0.142605,-0.675757,-0.673861,0.115546,-0.637994,0.697677,-0.036599,-0.196675,-0.411987,-0.443018,0.328658,0.133546,0.065333,-0.089506,-0.117787,0.134227,0.116233,-0.028885,0.006381,0.591003,0.006977,0.399086
8,75,2.420000,0.242759,1.112921,0.169647,0.214635,1.023505,0.115637,0.221050,0.944629,0.067434,0.170873,0.877215,-0.012946,0.080692,0.768323,-0.054833,0.026419,0.926366,-0.035824,0.155175,0.619262,-0.051496,-0.717283,-0.476909,0.106622,-0.463145,0.856324,0.114250,-0.327127,-0.214509,-0.472639,0.313866,-0.165195,0.088521,-0.077929,0.074186,0.125213,0.114775,-0.234475,-0.016506,-0.431708,0.036505,-0.901208
8,76,2.299000,-0.234988,0.900722,0.247201,-0.153046,0.843546,0.205274,-0.072601,0.803005,0.183152,0.012169,0.796028,0.107745,0.041877,0.764900,-0.004700,-0.010366,0.911927,-0.011584,0.136727,0.619262,-0.041411,-0.412465,-0.670052,-0.608168,-0.272166,0.351474,-0.099531,0.295868,-0.545613,-0.554054,-0.084755,0.389239,0.204268,0.007525,-0.413944,0.152040,-0.015256,0.170728,0.029397,-0.431708,0.036505,-0.901208
8,77,2.188000,-0.159367,0.718499,0.296410,-0.088814,0.721951,0.217843,-0.009985,0.711433,0.171128,0.052463,0.746036,0.082731,0.054448,0.758716,-0.030017,-0.000273,0.908567,-0.020802,0.168423,0.570108,-0.041086,-0.276799,-0.777722,-0.323389,-0.485816,0.374042,0.341938,0.361218,-0.343196,-0.531735,-0.215197,0.249895,0.167377,0.041453,-0.398136,0.108429,-0.035346,0.059507,0.030163,0.259745,-0.892878,-0.331233
8,78,2.378000,-0.243896,0.643851,0.233888,-0.155992,0.659301,0.176570,-0.070748,0.658224,0.143663,0.003678,0.712845,0.079254,0.020689,0.754514,-0.016666,-0.038211,0.907153,-0.022123,0.109011,0.599509,-0.013859,-0.200968,-0.740977,-0.510870,-0.361638,0.268052,0.288831,0.487572,-0.337730,-0.534924,-0.348287,0.292800,0.162857,-0.024955,-0.534404,0.064215,-0.054754,0.179943,0.026575,-0.071505,0.321209,-0.671891
8,79,1.555000,0.032476,0.904701,0.310093,0.052097,0.854979,0.217590,0.100128,0.795704,0.166918,0.116847,0.782136,0.061475,0.063369,0.759960,-0.047588,0.004694,0.911927,-0.026621,0.139267,0.790969,0.152429,-0.526431,-0.656448,-0.100648,-0.511450,0.666018,0.274728,0.021135,-0.375005,-0.595720,-0.041965,0.037742,0.252668,-0.003212,-0.170290,0.104381,-0.009024,-0.055809,0.024485,-0.465091,-0.598370,0.581266
8,80,1.632000,0.029091,0.895409,0.324171,0.049472,0.848450,0.229425,0.096124,0.787022,0.177299,0.111253,0.776533,0.072188,0.058364,0.760522,-0.035480,-0.001466,0.911377,-0.014181,0.107303,0.785150,0.227268,-0.463939,-0.679429,-0.036737,-0.549738,0.650609,0.318582,0.017723,-0.360552,-0.610216,-0.063656,0.039081,0.261881,0.010427,-0.170789,0.110530,-0.003821,-0.052981,0.035984,-0.616740,-0.556581,0.520829
8,81,1.599000,0.027945,0.899947,0.330130,0.052454,0.853669,0.236784,0.102709,0.799794,0.180602,0.115484,0.788368,0.072776,0.058613,0.759649,-0.036753,-0.000533,0.911978,-0.017392,0.178413,0.625566,-0.012817,-0.483605,-0.681734,-0.079974,-0.536541,0.641349,0.293976,0.028207,-0.345982,-0.567630,-0.027673,0.019274,0.225234,-0.017669,-0.159943,0.105362,-0.003673,-0.045458,0.045764,0.049755,0.950635,0.062390
8,82,1.966000,-0.157469,0.735875,0.258630,-0.079026,0.719144,0.186522,-0.005400,0.683826,0.145927,0.058074,0.716178,0.069296,0.053710,0.757421,-0.028800,-0.009467,0.908888,-0.020879,0.180322,0.625566,-0.017645,-0.344772,-0.755163,-0.414659,-0.442031,0.427042,0.195317,0.349221,-0.394490,-0.631034,-0.328556,0.181796,0.236011,0.005650,-0.439196,0.101329,-0.035693,0.068608,0.041432,0.049755,0.950635,0.062390
8,83,2.410000,0.163891,1.064567,0.209782,0.151078,0.976174,0.147306,0.175045,0.890126,0.117836,0.149558,0.837078,0.028857,0.066393,0.764245,-0.051235,0.010968,0.919267,-0.029827,0.182379,0.625566,-0.014439,-0.623345,-0.548303,0.162186,-0.538881,0.803959,0.195135,-0.270704,-0.366394,-0.533101,0.174271,-0.063474,0.238079,-0.063933,-0.036213,0.124421,0.054149,-0.162654,0.012701,0.049755,0.950635,0.062390
8,84,1.855000,0.003901,1.067278,0.221936,0.035629,0.978035,0.166458,0.083524,0.899222,0.148800,0.099286,0.842870,0.057784,0.052187,0.766407,-0.038746,-0.006907,0.918544,-0.032948,0.052098,0.944427,0.162541,-0.572748,-0.708656,0.129554,-0.661701,0.698395,0.089462,-0.140394,-0.498274,-0.514784,0.147432,0.116087,0.197334,-0.067143,-0.122830,0.131302,0.058603,-0.045538,0.023189,0.019418,0.488290,0.300369
8,85,1.655000,0.013236,0.907110,0.300635,0.050277,0.850831,0.214222,0.102708,0.787057,0.171796,0.119629,0.773592,0.071410,0.061888,0.760081,-0.034467,0.003286,0.911195,-0.017330,0.084276,0.668347,0.138132,-0.475593,-0.731311,-0.062639,-0.604317,0.642996,0.218152,0.011554,-0.410068,-0.574464,-0.071698,0.016250,0.258111,-0.012443,-0.165694,0.094491,-0.015935,-0.048781,0.030977,0.477673,-0.146612,0.758574
8,86,1.723000,-0.117506,0.909886,0.249045,-0.049285,0.855038,0.185065,0.013669,0.788720,0.160667,0.068098,0.775519,0.071935,0.057759,0.762087,-0.041784,0.000411,0.908869,-0.033163,0.086479,0.668347,0.129056,-0.454524,-0.817176,-0.145761,-0.648924,0.528140,0.110724,0.121498,-0.515865,-0.595634,-0.118347,0.228772,0.242652,-0.002918,-0.305207,0.117140,-0.038819,0.049233,0.028859,0.477673,-0.146612,0.758574
8,87,1.866000,0.127486,0.908598,0.293185,0.122556,0.856212,0.197710,0.155867,0.787582,0.144953,0.141665,0.772751,0.047146,0.055661,0.760330,-0.042166,-0.003681,0.910888,-0.015526,0.098570,0.684550,0.158441,-0.478895,-0.604791,0.032628,-0.522845,0.716814,0.365151,-0.098359,-0.311630,-0.592170,-0.050095,-0.122092,0.270434,-0.021256,-0.078169,0.097906,-0.014264,-0.131460,0.029117,-0.879413,-0.426996,0.192047
8,88,1.700000,0.002404,0.912561,0.291564,0.038234,0.860611,0.203429,0.089841,0.793036,0.162924,0.109160,0.777387,0.063693,0.056796,0.762080,-0.040236,-0.007150,0.911925,-0.024735,-0.003450,0.879589,0.258407,-0.460058,-0.730710,-0.038713,-0.612469,0.619856,0.263852,0.002710,-0.420181,-0.591256,-0.083410,0.042067,0.245830,-0.024287,-0.157939,0.116582,-0.006731,-0.042151,0.024072,0.074312,-0.736869,-0.435795
8,89,2.057000,-0.158937,0.749116,0.238990,-0.072713,0.724887,0.176504,-0.003680,0.675173,0.138924,0.057850,0.704183,0.067656,0.049451,0.754652,-0.014538,-0.015308,0.906593,-0.005674,-0.004664,0.879589,0.263863,-0.331857,-0.791515,-0.407522,-0.514103,0.415824,0.128707,0.315694,-0.416061,-0.667244,-0.387791,0.173987,0.242227,-0.069147,-0.419045,0.072462,-0.061208,0.072827,0.027188,0.074312,-0.736869,-0.435795
8,90,1.509000,0.018314,0.727343,0.296862,0.049331,0.720476,0.192114,0.097195,0.672337,0.131213,0.116456,0.700195,0.043624,0.060855,0.754408,-0.031083,-0.004450,0.908861,-0.009906,0.118626,0.630589,0.007830,-0.328533,-0.687942,-0.211922,-0.494207,0.571692,0.400078,0.148064,-0.300006,-0.686082,-0.342469,-0.066723,0.280232,-0.052121,-0.186873,0.064862,-0.040166,-0.049360,0.029177,0.083368,-0.373718,0.317188
8,91,2.024000,0.133838,0.915073,0.304759,0.127630,0.865728,0.208639,0.156232,0.796633,0.151877,0.138680,0.780485,0.051883,0.053638,0.760767,-0.039453,-0.005304,0.914185,-0.016717,0.118273,0.630589,0.003891,-0.505609,-0.591915,-0.008244,-0.495331,0.721324,0.357467,-0.108579,-0.295619,-0.606121,-0.018651,-0.114353,0.278516,-0.019265,-0.082254,0.106623,0.009329,-0.130429,0.025765,0.083368,-0.373718,0.317188
8,92,1.511000,0.250435,0.908185,0.230775,0.203568,0.858240,0.146212,0.211688,0.780501,0.096430,0.168344,0.763815,0.013352,0.060275,0.758761,-0.050323,0.004600,0.913821,-0.017371,0.228715,0.864657,0.168829,-0.533725,-0.435821,0.061176,-0.388937,0.803596,0.412521,-0.248651,-0.228855,-0.594402,-0.018505,-0.261969,0.330244,-0.037697,-0.003341,0.094381,0.011901,-0.213903,0.024349,-0.188034,0.658698,-0.660441
8,93,1.755000,0.000497,1.026278,0.230261,0.034396,0.945705,0.166277,0.082788,0.865808,0.151220,0.101868,0.821101,0.062081,0.055306,0.765770,-0.037933,-0.006150,0.915416,-0.018504,0.236278,0.864657,0.170536,-0.576624,-0.719435,0.036997,-0.641690,0.675277,0.122477,-0.106052,-0.528992,-0.534922,0.053298,0.096831,0.223170,-0.037678,-0.088070,0.139015,0.028115,-0.054619,0.027833,-0.188034,0.658698,-0.660441
8,94,1.655000,0.278608,0.671879,0.214007,0.225064,0.685738,0.121452,0.207612,0.644245,0.041494,0.166051,0.685946,-0.028813,0.076225,0.754420,-0.053986,0.021749,0.907766,-0.020379,0.237294,0.864657,0.163323,-0.410620,-0.344728,-0.161585,-0.193541,0.713607,0.577683,-0.108259,0.005694,-0.744231,-0.319598,-0.357092,0.388068,-0.070699,0.021190,0.053667,-0.037819,-0.208014,0.045674,-0.188034,0.658698,-0.660441
8,95,1.761000,-0.001811,0.912071,0.297078,0.030228,0.863741,0.204230,0.075596,0.789680,0.168762,0.098314,0.771903,0.073065,0.053197,0.761598,-0.030960,-0.006060,0.911304,-0.009887,0.060664,0.790985,0.186126,-0.486421,-0.703180,-0.138313,-0.563516,0.647956,0.239670,-0.007062,-0.454263,-0.632285,-0.097796,0.070322,0.290299,-0.006385,-0.167455,0.114684,-0.014384,-0.057976,0.037280,-0.196336,-0.340336,-0.343420
8,96,1.632000,0.004980,0.905290,0.283165,0.039946,0.857335,0.191569,0.085627,0.780836,0.160632,0.108153,0.763230,0.069303,0.059383,0.760698,-0.031355,-0.002158,0.910673,-0.007271,0.067673,0.769075,0.152690,-0.481373,-0.714674,-0.130250,-0.570901,0.636367,0.244825,-0.020976,-0.478242,-0.616328,-0.122063,0.041933,0.312200,-0.002478,-0.168053,0.110438,-0.017915,-0.055704,0.038999,0.227048,0.564580,0.737940
8,97,1.742000,0.005719,0.909806,0.282193,0.041145,0.856668,0.193497,0.090234,0.784891,0.159609,0.112513,0.769425,0.064271,0.063186,0.760724,-0.038978,0.002293,0.911617,-0.018252,0.053945,0.883579,0.230980,-0.479701,-0.729050,-0.090785,-0.600486,0.646080,0.215850,0.004931,-0.451508,-0.605301,-0.106716,0.050305,0.271038,-0.007492,-0.158713,0.111061,-0.009979,-0.048722,0.042623,-0.728580,0.078983,0.372335
8,98,1.544000,-0.125009,0.782858,0.268326,-0.053887,0.753514,0.192014,0.011706,0.701374,0.154087,0.068029,0.720726,0.072569,0.058211,0.755695,-0.019538,-0.004480,0.909921,-0.012159,0.139749,0.605898,0.057641,-0.396713,-0.779802,-0.309462,-0.544572,0.486405,0.189289,0.233314,-0.422393,-0.664734,-0.314269,0.181472,0.238247,-0.075236,-0.429865,0.071095,-0.033964,0.047104,0.035756,0.562737,0.547911,-0.618918
8,99,1.800000,-0.005841,1.033264,0.231684,0.021303,0.950713,0.167374,0.071753,0.873615,0.151180,0.094112,0.827141,0.059778,0.050151,0.766150,-0.039768,-0.008889,0.917060,-0.026102,0.135646,0.605898,0.052966,-0.591783,-0.696766,0.061105,-0.640220,0.692693,0.136645,-0.092921,-0.519865,-0.520096,0.074377,0.117192,0.205512,-0.045940,-0.108048,0.131968,0.040945,-0.049256,0.031187,0.562737,0.547911,-0.618918
8,100,1.773000,-0.121645,0.912850,0.236930,-0.061385,0.851007,0.175238,-0.003254,0.778792,0.160084,0.055967,0.764804,0.080579,0.050285,0.761705,-0.027322,-0.008587,0.910472,-0.017735,0.141213,0.605898,0.049226,-0.544848,-0.760500,-0.222639,-0.598581,0.534190,0.073632,0.126486,-0.569556,-0.602990,-0.167413,0.247471,0.251140,-0.004295,-0.331395,0.116412,-0.027656,0.047905,0.020056,0.562737,0.547911,-0.618918
8,101,1.855000,0.111722,1.030591,0.253599,0.112729,0.950846,0.181151,0.146909,0.872286,0.141157,0.129234,0.828756,0.045027,0.049200,0.764889,-0.038833,-0.008342,0.918284,-0.014825,0.159847,0.695607,0.060208,-0.594184,-0.610983,0.116882,-0.593232,0.735439,0.253959,-0.193569,-0.349403,-0.530768,0.119561,-0.061369,0.205499,-0.037005,-0.016362,0.110928,0.036880,-0.148871,0.004426,-0.720118,-0.075274,-0.354634
8,102,1.733000,0.013172,1.066885,0.231746,0.040748,0.980477,0.175677,0.090859,0.904421,0.149747,0.106298,0.849385,0.054414,0.059963,0.766862,-0.037565,0.004159,0.918463,-0.021715,0.055945,0.948772,0.164710,-0.617745,-0.691148,0.089456,-0.666601,0.678920,0.128029,-0.123091,-0.466031,-0.505525,0.161423,0.113838,0.158448,-0.048417,-0.081247,0.125024,0.037989,-0.050120,0.038064,0.085706,0.431628,0.325054
8,103,2.020000,0.156482,0.768347,0.339107,0.152115,0.759380,0.234705,0.173199,0.718820,0.150876,0.152339,0.740818,0.049482,0.064944,0.756799,-0.034124,0.010845,0.908990,-0.006997,0.155245,0.772747,0.278150,-0.437754,-0.574224,-0.142445,-0.414652,0.594785,0.519390,0.017543,-0.126954,-0.679970,-0.158405,-0.169487,0.290675,-0.027974,-0.106665,0.071738,-0.036853,-0.142440,0.041045,0.847171,-0.051975,-0.262555
8,104,1.943000,-0.003202,0.759862,0.348679,0.024709,0.761062,0.246748,0.078142,0.725875,0.176674,0.096657,0.747849,0.071875,0.048091,0.758367,-0.032551,-0.012473,0.909609,-0.011853,0.148785,0.772747,0.270732,-0.341851,-0.687824,-0.201252,-0.513943,0.482281,0.487513,0.153286,-0.253561,-0.630436,-0.184346,0.026106,0.233555,0.003954,-0.211125,0.091514,-0.033741,-0.050685,0.031254,0.847171,-0.051975,-0.262555
8,105,1.841000,-0.163440,0.731780,0.276430,-0.089173,0.724162,0.201175,-0.013954,0.692140,0.157358,0.050915,0.725189,0.077992,0.051081,0.755543,-0.022222,-0.007609,0.908761,-0.019232,0.160148,0.772747,0.262655,-0.365593,-0.714311,-0.453967,-0.454555,0.396054,0.248367,0.350797,-0.375752,-0.631219,-0.303510,0.218088,0.225349,-0.041413,-0.467351,0.073478,-0.051609,0.080037,0.032877,0.847171,-0.051975,-0.262555
8,106,2.221000,-0.136051,0.910023,0.265201,-0.074606,0.852824,0.199717,-0.008787,0.792425,0.171584,0.048060,0.782413,0.080283,0.039956,0.764776,-0.033518,-0.020370,0.911374,-0.016613,-0.050808,0.825056,0.189277,-0.521241,-0.768389,-0.231918,-0.616266,0.531944,0.105710,0.152094,-0.496157,-0.585705,-0.108371,0.241222,0.212764,0.052175,-0.268102,0.141334,-0.026540,0.038750,0.029320,0.134789,0.235931,0.457027
